"id","author","pub.year","title","inc.abst.ahe","inc.abst.sem","inc.full.read","reason","found.by.ref","country","coding.sys","sepsis.def","org.fail.def","data.source","sample.frac.n.units","stud.pop.size","ex.crit.A","ex.crit.B","ex.crit.C","int.valid","study.year.1","study.year.2","study.year.3","study.year.4","study.year.5","study.year.6","study.year.7","study.year.8","study.year.9","study.year.10","study.year.11","avg.age.1","avg.age.2","avg.age.3","avg.age.4","avg.age.5","avg.age.6","avg.age.7","avg.age.8","avg.age.9","avg.age.10","avg.age.11","incid.1","incid.2","incid.3","incid.4","incid.5","incid.6","incid.7","incid.8","incid.9","incid.10","incid.11","severe.incid.1","severe.incid.2","severe.incid.3","severe.incid.4","severe.incid.5","severe.incid.6","severe.incid.7","severe.incid.8","severe.incid.9","severe.incid.10","severe.incid.11","note"
"377","Sgro, M.; Shah, P. S.; Campbell, D.; Tenuta, A.; Shivananda, S.; Lee, S. K.",2011,"Early-onset neonatal sepsis: rate and organism pattern between 2003 and 2008.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","Shah, Birju A.; Padbury, James F.",2014,"Neonatal sepsis: an old problem with new insights.",0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","Shah, G. S.; Budhathoki, S.; Das, B. K.; Mandal, R. N.",2006,"Risk factors in early neonatal sepsis.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","Shane, Andi L.; Stoll, Barbara J.",2013,"Recent developments and current issues in the epidemiology, diagnosis, and management of bacterial and fungal neonatal sepsis.",0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","Shani, Laliv; Weitzman, Dahlia; Melamed, Rimma; Zmora, Ehud; Marks, Kyla",2008,"Risk factors for early sepsis in very low birth weight neonates with respiratory  distress syndrome.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","Shapiro, N.; Howell, M. D.; Bates, D. W.; Angus, D. C.; Ngo, L.; Talmor, D.",2006,"The association of sepsis syndrome and organ dysfunction with mortality in emergency department patients with suspected infection",0,0,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","Shaw, C. K.; Shaw, P.; Thapalial, A.",2007,"Neonatal sepsis bacterial isolates and antibiotic susceptibility patterns at a NICU in a tertiary care hospital in western Nepal: a retrospective analysis.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","Shaw, C. K.; Thapalial, A.; Shaw, P.; Malla, K.",2007,"Intravenous immunoglobulins and haematopoietic growth factors in the prevention and treatment of neonatal sepsis: ground reality or glorified myths?",0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","Shen, Hsiu-Nien; Lu, Chin-Li; Li, Chung-Yi",2014,"Do physicians have lower risk of severe sepsis and associated mortality? A matched cohort study*.",1,0,0,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Target population is not general population but doctors vs non-doctors in Taiwan."
"386a","Shen, Hsiu-Nien; Lu, Chin-Li; Yang, Hsi-Hsing",2010,"Epidemiologic trend of severe sepsis in Taiwan from 1997 through 2006.",1,1,1,NA,0,"Taiwan","ICD9",NA,NA,"NHIRD",0.01,201657,NA,NA,NA,1,1997,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shen and colleagues report incidence of all cases of severe sepsis and for first episode of severe sepsis. To encompass this the study has been divided into two observations represented in the variables id and pub.year by a and b respectively."
"386b","Shen, Hsiu-Nien; Lu, Chin-Li; Yang, Hsi-Hsing",2010,"Epidemiologic trend of severe sepsis in Taiwan from 1997 through 2006.",1,1,1,NA,0,"Taiwan","ICD9",NA,NA,"NHIRD",0.01,201657,"previous episode of severe sepsis during the study period",NA,NA,1,1997,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shen and colleagues report incidence of all cases of severe sepsis and for first episode of severe sepsis. To encompass this the study has been divided into two observations represented in the variables id and pub.year by a and b respectively."
"387","Shiber, Shachaf; Yahav, Dafna; Avni, Tomer; Leibovici, Leonard; Paul, Mical",2015,"beta-Lactam/beta-lactamase inhibitors versus carbapenems for the treatment of sepsis: systematic review and meta-analysis of randomized controlled trials.",0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","Shim, Gyu Hong; Kim, Sang Duk; Kim, Han Suk; Kim, Eun Sun; Lee, Hyun-Ju; Lee, Jin-A.; Choi, Chang Won; Kim, Ee-Kyung; Choi, Eun Hwa; Kim, Beyong Il; Lee, Hoan Jong; Choi, Jung Hwan",2011,"Trends in epidemiology of neonatal sepsis in a tertiary center in Korea: a 26-year longitudinal analysis, 1980-2005",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","Shime, Nobuaki; Kawasaki, Tatsuya; Saito, Osamu; Akamine, Yoko; Toda, Yuichiro; Takeuchi, Muneyuki; Sugimura, Hiroko; Sakurai, Yoshio; Iijima, Masatoshi; Ueta, Ikuya; Shimizu, Naoki; Nakagawa, Satoshi",2012,"Incidence and risk factors for mortality in paediatric severe sepsis: results from the national paediatric intensive care registry in Japan.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","Shin, Youn-Jeong; Ki, Moran; Foxman, Betsy",2009,"Epidemiology of neonatal sepsis in South Korea.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","Sihler, Kristen C.; Nathens, Avery B.",2006,"Management of severe sepsis in the surgical patient.",0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","Silva, Eliezer; Pedro, Marcelo de Almeida; Sogayar, Ana Cristina Beltrami; Mohovic, Tatiana; Silva, Carla Lika de Oliveira; Janiszewski, Mariano; Cal, Ruy Guilherme Rodrigues; de Sousa, Erica Fernandes; Abe, Thereza Phitoe; de Andrade, Joel; de Matos, Jorge Dias; Rezende, Ederlon; Assuncao, Murillo; Avezum, Alvaro; Rocha, Patricia C. S.; de Matos, Gustavo Faissol Janot; Bento, Andre Moreira; Correa, Alice Danielli; Vieira, Paulo Cesar Bastos; Knobel, Elias",2004,"Brazilian Sepsis Epidemiological Study (BASES study).",0,0,NA,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","Simpson, K. R.",1995,"Sepsis during pregnancy.",0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","Singh, M.; Paul, V. K.; Deorari, A. K.; Ray, D.; Murali, M. V.; Sundaram, K. R.",1988,"Strategies which reduced sepsis-related neonatal mortality.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","Sipahi, Tansu; Pocan, Hatice; Akar, Nejat",2006,"Effect of various genetic polymorphisms on the incidence and outcome of severe sepsis.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","Sjoberg, I.; Hakansson, S.; Eriksson, A.; Schollin, J.; Stjernstedt, B.; Tessin, I.",1990,"Incidence of early onset group B streptococcal septicemia in Sweden 1973 to 1985.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","Skrobik, Yoanna; Laverdiere, Michel",2013,"Why Candida sepsis should matter to ICU physicians.",0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","Snydman, D. R.; Sullivan, B.; Gill, M.; Gould, J. A.; Parkinson, D. R.; Atkins, M. B.",1990,"Nosocomial sepsis associated with interleukin-2.",0,0,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","Sonnenblick, M.; Carmon, M.; Rudenski, B.; Friedlander, Y.; Van Dijk, J. M.",1990,"Septicemia in the elderly: incidence, etiology and prognostic factors.",0,0,NA,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Speer, C. P.; Hauptmann, D.; Stubbe, P.; Gahr, M.",1985,"Neonatal septicemia and meningitis in Gottingen, West Germany.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Steen, Colin",2009,"Developments in the management of patients with sepsis.",0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","Stiermaier, Thomas; Herkner, Harald; Tobudic, Selma; Burgmann, Karin; Staudinger, Thomas; Schellongowski, Peter; Burgmann, Heinz",2013,"Incidence and long-term outcome of sepsis on general wards and in an ICU at the General Hospital of Vienna: an observational cohort study.",1,0,0,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","Still, J. M. Jr; Belcher, K.; Law, E. J.",1993,"Experience with polymicrobial sepsis in a regional burn unit.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","Stimac, Maja; Juretic, Emilja; Vukelic, Vesna; Matasic, Nina Perusko; Kos, Marina; Babic, Damir",2014,"Effect of chorioamnionitis on mortality, early onset neonatal sepsis and bronchopulmonary dysplasia in preterm neonates with birth weight of < 1,500 grams.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","Stoll, Barbara J.; Hansen, Nellie; Fanaroff, Avroy A.; Wright, Linda L.; Carlo, Waldemar A.; Ehrenkranz, Richard A.; Lemons, James A.; Donovan, Edward F.; Stark, Ann R.; Tyson, Jon E.; Oh, William; Bauer, Charles R.; Korones, Sheldon B.; Shankaran, Seetha; Laptook, Abbot R.; Stevenson, David K.; Papile, Lu-Ann; Poole, W. Kenneth",2002,"Late-onset sepsis in very low birth weight neonates: the experience of the NICHD  Neonatal Research Network.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Stoll, Barbara J.; Hansen, Nellie I.; Sanchez, Pablo J.; Faix, Roger G.; Poindexter, Brenda B.; Van Meurs, Krisa P.; Bizzarro, Matthew J.; Goldberg, Ronald N.; Frantz, Ivan D. 3rd; Hale, Ellen C.; Shankaran, Seetha; Kennedy, Kathleen; Carlo, Waldemar A.; Watterberg, Kristi L.; Bell, Edward F.; Walsh, Michele C.; Schibler, Kurt; Laptook, Abbot R.; Shane, Andi L.; Schrag, Stephanie J.; Das, Abhik; Higgins, Rosemary D.",2011,"Early onset neonatal sepsis: the burden of group B Streptococcal and E. coli disease continues.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","Stoll, B. J.; Gordon, T.; Korones, S. B.; Shankaran, S.; Tyson, J. E.; Bauer, C. R.; Fanaroff, A. A.; Lemons, J. A.; Donovan, E. F.; Oh, W.; Stevenson, D. K.; Ehrenkranz, R. A.; Papile, L. A.; Verter, J.; Wright, L. L.",1996,"Early-onset sepsis in very low birth weight neonates: a report from the National  Institute of Child Health and Human Development Neonatal Research Network.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Stoll, B. J.; Gordon, T.; Korones, S. B.; Shankaran, S.; Tyson, J. E.; Bauer, C. R.; Fanaroff, A. A.; Lemons, J. A.; Donovan, E. F.; Oh, W.; Stevenson, D. K.; Ehrenkranz, R. A.; Papile, L. A.; Verter, J.; Wright, L. L.",1996,"Late-onset sepsis in very low birth weight neonates: a report from the National Institute of Child Health and Human Development Neonatal Research Network.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Stoll, B. J.; Holman, R. C.; Schuchat, A.",1998,"Decline in sepsis-associated neonatal and infant deaths in the United States, 1979 through 1994.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","Strehlow, Matthew C.; Emond, Stephen D.; Shapiro, Nathan I.; Pelletier, Andrea J.; Camargo, Carlos A. Jr",2006,"National study of emergency department visits for sepsis, 1992 to 2001.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Stuber, F.; Udalova, I. A.; Book, M.; Drutskaya, L. N.; Kuprash, D. V.; Turetskaya, R. L.; Schade, F. U.; Nedospasov, S. A.",1995,"-308 tumor necrosis factor (TNF) polymorphism is not associated with survival in  severe sepsis and is unrelated to lipopolysaccharide inducibility of the human TNF promoter.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","Su, Jinsong; Tsun, Andy; Zhang, Lei; Xia, Xianjun; Li, Bin; Guo, Ruizhang; Liu, Baochi",2013,"Preoperative risk factors influencing the incidence of postoperative sepsis in human immunodeficiency virus-infected patients: a retrospective cohort study.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Sundaram, Venkataseshan; Kumar, Praveen; Dutta, Sourabh; Mukhopadhyay, Kanya; Ray, Pallab; Gautam, Vikas; Narang, Anil",2009,"Blood culture confirmed bacterial sepsis in neonates in a North Indian tertiary care center: changes over the last decade.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Sundararajan, Vijaya; Macisaac, Christopher M.; Presneill, Jeffrey J.; Cade, John F.; Visvanathan, Kumar",2005,"Epidemiology of sepsis in Victoria, Australia.",1,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Szakmany, Tamas; Hauser, Balazs; Radermacher, Peter",2012,"N-acetylcysteine for sepsis and systemic inflammatory response in adults.",0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","Tacconelli, E.; Tumbarello, M.; Pittiruti, M.; Leone, F.; Lucia, M. B.; Cauda, R.; Ortona, L.",1997,"Central venous catheter-related sepsis in a cohort of 366 hospitalised patients.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Tapader, R.; Chatterjee, S.; Singh, A. K.; Dayma, P.; Haldar, S.; Pal, A.; Basu, S.",2014,"The high prevalence of serine protease autotransporters of Enterobacteriaceae (SPATEs) in Escherichia coli causing neonatal septicemia.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Terra, R. M.; Plopper, C.; Waitzberg, D. L.; Cukier, C.; Santoro, S.; Martins, J. R.; Song, R. J.; Gama-Rodrigues, J.",2000,"Remaining small bowel length: association with catheter sepsis in patients receiving home total parenteral nutrition: evidence of bacterial translocation.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","Thomas, John; Turner, Shannon R.; Nelson, Rendon C.; Paulson, Erik K.",2006,"Postprocedure sepsis in imaging-guided percutaneous hepatic abscess drainage: how often does it occur?",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Torkaman, M.; Afsharpaiman, S. H.; Hoseini, M. J.; Moradi, M.; Mazraati, A.; Amirsalari, S.; Kavehmanesh, Z.",2009,"Platelet count and neonatal sepsis: a high prevalence of Enterobacter spp.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Towers, C. V.; Rumney, P. J.; Minkiewicz, S. F.; Asrat, T.",1999,"Incidence of intrapartum maternal risk factors for identifying neonates at risk for early-onset group B streptococcal sepsis: A prospective study.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
